vin,make,model,trim,transmission,color,interior
2hkyf18675h502255,HONDA,Pilot,EX-L,Automatic,,
4f2yz92z85km31142,MAZDA,Tribute,,,,
2c8gm68404r628972,CHRYSLER,Pacifica,Touring,,,
1fmyu92124ka88458,FORD,Escape,,,,
2hkyf18564h554272,HONDA,Pilot,EX-L,Automatic,,
jtjbt20x340049754,LEXUS,GX,470,,,
jm1fe17n240140138,MAZDA,RX-8,,,,
wdbrf61j94f511899,MERCEDES-BENZ,C-Class,,,,
wdbrf61jx4a615847,MERCEDES-BENZ,C-Class,,,,
jtjbt20x540056267,LEXUS,GX,470,,,
1d4gp243x3b141938,DODGE,Caravan/Grand Caravan,,,,
1d4gp24343b280074,DODGE,Caravan/Grand Caravan,,,,
1b3el36x53n609872,DODGE,Stratus,SE,,,
1gkec16t93r183648,GMC,Yukon XL,,,,
jtjbt20x430016521,LEXUS,GX,470,,,
salme11403a120141,LAND ROVER,Range Rover,Feature Specification 2,Automatic,,
5grgn23u038133906,HUMMER,H2,,,,
jn1az34d23t108828,NISSAN,350Z,,,,
1c4gp44g1yb705186,CHRYSLER,Town and Country,LX,,,
2b4gp2530yr705677,DODGE,Caravan/Grand Caravan,Base,,,
1b7gg2an8ys793760,DODGE,Dakota,Base,,,
1b4hr28z1yf245824,DODGE,Durango,Base,,,
1j4gw58n7yc268221,JEEP,Grand Cherokee,Limited,,,
1fafp5321ya147472,FORD,Taurus,,,,
3gnal2ekxfs502217,CHEVROLET,Captiva Sport,2LS,,,
1g1jf52t0x7295537,CHEVROLET,Cavalier,Cavalier,,,
1gndx03e3xd102133,CHEVROLET,Venture,,,,
4t3zf13cxyu219914,TOYOTA,Sienna,LE/XLE,,,
1gtek19t1xz520314,GMC,Sierra,,,,
1hgen164xxl000461,HONDA,Civic,GX,Automatic,,
jf1sf6555xh701861,SUBARU,Forester,S,Automatic,,
2hkrl1866xh526224,HONDA,Odyssey,EX,Automatic,,
1b3ej56h5wn311420,DODGE,Stratus,ES,,,
1b4hs28y4wf149856,DODGE,Durango,Base,,,
1gndx03e3wd186081,CHEVROLET,Venture,,,,
1fmdu35p4vuc56358,FORD,Explorer,XLT,,,
1gndx03e2vd288888,CHEVROLET,Venture,,,,
1ftex14n7ska31430,FORD,F-150,,,,
1c4njdab5ed804613,JEEP,Compass,Sport,,,
4a32b2ff6ce015665,MITSUBISHI,Galant,,,,
4a32b2ff6ce017691,MITSUBISHI,Galant,,,,
1ftlr1fe2bpa49836,FORD,Ranger,,,,
4a4jn2as3be025605,MITSUBISHI,Endeavor,,,,
1gb3cvbk7af105945,CHEVROLET,Silverado,Work Truck/Fleet/Base,,,
1ftne2ew7ada10406,FORD,E-250,,,,
1ftfx1ev6aka84170,FORD,F-150,Styleside,,,
2hgfa16489h106116,HONDA,Civic,DX-G,,,
2d8hn44h98r680415,DODGE,Caravan/Grand Caravan,SE,,,
1g1yy26u175102477,CHEVROLET,Corvette,,,,
1fmfk165x7la81669,FORD,Expedition MAX,,,,
jm3er29l470151350,MAZDA,CX-7,,,,
zamfe39a070031957,MASERATI,Quattroporte,,Automatic,,
jf1sg65687h722922,SUBARU,Forester,2.5XS,Automatic,,
2gtek13z761259484,GMC,Sierra,,,,
2fahp71w86x110370,FORD,Crown Victoria,,,,
2hkyf18566h530914,HONDA,Pilot,EX-L,Automatic,,
2hjyk16586h510862,HONDA,Ridgeline,,Automatic,,
salsf25476a916877,LAND ROVER,Range Rover Sport,HSE,Automatic,,
salmf15426a235321,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
jh4kb16585c002871,ACURA,RL,,Automatic,,
2c4gm68495r496278,CHRYSLER,Pacifica,Touring,,,
2c8gf48425r422648,CHRYSLER,Pacifica,Base,,,
jtjht00w743546973,LEXUS,LX,470,,,
jtjbt20x140056086,LEXUS,GX,470,,,
3gnal4ek5fs530518,CHEVROLET,Captiva Sport,LTZ,,,
2c4gp44303r144244,CHRYSLER,Town and Country,LX,,,
2fafp71w92x120553,FORD,Crown Victoria,,,,
1fmru17l7yla18065,FORD,Expedition,,,,
2b4gp2438yr718615,DODGE,Caravan/Grand Caravan,Base,,,
1ftrx18l5ykb32968,FORD,F-150,,,,
2fafp71w0xx145929,FORD,Crown Victoria,,,,
1p4gp44g5wb650525,PLYMOUTH,Grand Voyager,SE/Expresso,,,
2gcek19k7s1199727,CHEVROLET,GMT-400,,,,
1fdne1bw4cda41769,FORD,E-150,,,,
4a32b2ff0ce020439,MITSUBISHI,Galant,,,,
4a32b2ff8ce018633,MITSUBISHI,Galant,,,,
4a32b2ff9ce016762,MITSUBISHI,Galant,,,,
4a32b2ffxce005950,MITSUBISHI,Galant,,,,
wbaka8c51bcy36944,BMW,750i,,,,
1fdne1bw7bda64851,FORD,E-150,,,,
4a4jn2asxbe011989,MITSUBISHI,Endeavor,,,,
4a32b2ff0be028524,MITSUBISHI,Galant,,,,
1ftne2el4ada13852,FORD,E-250,,,,
1fdss3bl4ada14551,FORD,E-350,,,,
2g1ws57m091296884,CHEVROLET,Impala,Police,,,
2fahp71v69x139605,FORD,Crown Victoria,,,,
wbahl83548dt13957,BMW,750i,,,,
1d8hb38n48f111966,DODGE,Durango,SXT,,,
2fafp71v98x168893,FORD,Crown Victoria,,,,
wbahl83517dt07399,BMW,750i,,,,
3gnda33p17s622965,CHEVROLET,HHR,LT,Manual,,
3gnda13d17s557433,CHEVROLET,HHR,LS,Manual,,
2b3la43g87h768567,DODGE,Charger,Base,,,
jm3er293070148073,MAZDA,CX-7,,,,
jm3er293970162263,MAZDA,CX-7,,,,
jm3er293170117897,MAZDA,CX-7,,,,
wdbrf52h27f909742,MERCEDES-BENZ,C-Class,,,,
wdbrf52h67a944278,MERCEDES-BENZ,C-Class,,,,
jm1cr293170133131,MAZDA,Mazda5,,,,
jh4kb16526c010059,ACURA,RL,,Automatic,,
2t1kr32e57c668255,TOYOTA,Corolla Matrix,,,,
3gnda23d46s592973,CHEVROLET,HHR,LT,,,
3gnda23d16s662493,CHEVROLET,HHR,LT,,,
3gnda23p06s559060,CHEVROLET,HHR,LT,,,
3gnda23d36s669221,CHEVROLET,HHR,LT,,,
2a4gm68416r764283,CHRYSLER,Pacifica,Touring,,,
2a4gm68406r831424,CHRYSLER,Pacifica,Touring,,,
2a8gf68426r641018,CHRYSLER,Pacifica,Touring,,,
3gnal3ek8fs524819,CHEVROLET,Captiva Sport,1LT,,,
salsh23476a923471,LAND ROVER,Range Rover Sport,Supercharged,Automatic,,
salsf25486a922087,LAND ROVER,Range Rover Sport,HSE,Automatic,,
salad254x6a384591,LAND ROVER,LR3,SE / V8 SE,Automatic,,
1j4fa39s36p725521,JEEP,Wrangler,X,,,
salme15416a230193,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
jn1az34dx6m302893,NISSAN,350Z,,,,
2mefm75v16x621770,MERCURY,Grand Marquis,,,,
1gyee637050236202,CADILLAC,SRX,,,,
1g6dc67a050128078,CADILLAC,STS,,,,
2c4gm48l25r332608,CHRYSLER,Pacifica,Base,,,
2c4gm684x5r671590,CHRYSLER,Pacifica,Touring,,,
1fmzu73kx5za64269,FORD,Explorer,XLT,,,
wdcyr71e75x163362,MERCEDES-BENZ,G-Class,,,,
4m2zu86e65uj10266,MERCURY,Mountaineer,,,,
jn1az34d35m606386,NISSAN,350Z,,,,
jf1sg63655h736163,SUBARU,Forester,2.5X,Automatic,,
jf1sg69655h736767,SUBARU,Forester,2.5XT,Automatic,,
1gyde63a640115406,CADILLAC,SRX,,,,
2c8gf68414r300468,CHRYSLER,Pacifica,Touring,,,
1fmdu63e74zb30449,FORD,Explorer,XLT,,,
2hkyf18684h571602,HONDA,Pilot,EX-L( With RES),Automatic,,
2hkyf18404h566957,HONDA,Pilot,EX,Automatic,,
2fdfp73933x203245,FORD,Crown Victoria,Base,,,
1fmcu94143ka50820,FORD,Escape,,,,
1fmzu63k22ud44917,FORD,Explorer,XLT,,,
1gcek14txyz177253,CHEVROLET,Silverado,,,,
2b4fp25b6yr855053,DODGE,Caravan/Grand Caravan,Base,,,
1ftnx21f1yee39951,FORD,F-250,,,,
1ftrx17l9yna32369,FORD,F-150,,,,
1fmpu16l8ylb71370,FORD,Expedition,,,,
1ftyr14v8ypb04467,FORD,Ranger,,,,
1ftyr14vxypb11386,FORD,Ranger,,,,
1gkdm19w0yb514535,GMC,Safari,,,,
1fafp5528ya147417,FORD,Taurus,,,,
1j4g248n8yc182406,JEEP,Grand Cherokee,Laredo,,,
2hkrl1867yh565373,HONDA,Odyssey,EX,Automatic,,
2hkrl1867yh579578,HONDA,Odyssey,EX,Automatic,,
2b4gp44g7xr317134,DODGE,Caravan/Grand Caravan,SE/Sport,,,
1ftne24l6xhb30335,FORD,E-250,,,,
2fmza5144xba50262,FORD,Windstar,,,,
1ftyr14xxxpa08291,FORD,Ranger,,,,
1fmpu18l6wlb11808,FORD,Expedition,,,,
2gtek19r0w1538752,GMC,Sierra,,,,
1j4gz78y1wc270363,JEEP,Grand Cherokee,Limited,,,
4t3zf13c0wu054422,TOYOTA,Sienna,LE/XLE,,,
4m2zv1114wdj09112,MERCURY,Villager,,,,
1c4gp64l7vb379270,CHRYSLER,Town and Country,Lxi,,,
1fthx26f5vec09878,FORD,F-250,,,,
1j4fy29p5vp524056,JEEP,Wrangler,SE/TJ,,,
4m2dv11w5sdj78858,MERCURY,Villager,,,,
wdbba48d3ja077508,MERCEDES-BENZ,560,,,,
4a32b2ff7ce008305,MITSUBISHI,Galant,,,,
1g1zb5eu0bf192099,CHEVROLET,Malibu,LS,,,
2g1wc583381288764,CHEVROLET,Impala,2LT,,,
3vwrm31k58m008985,VOLKSWAGEN,Jetta,,,,
salmf15417a242925,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
wdbrf52h97f933875,MERCEDES-BENZ,C-Class,,,,
jm1cr293770139127,MAZDA,Mazda5,,,,
wdbrf52h17f906170,MERCEDES-BENZ,C-Class,,,,
jtjbt20x460105686,LEXUS,GX,470,,,
jf1sg63606h741532,SUBARU,Forester,2.5X,Automatic,,
2hkyf18165h558028,HONDA,Pilot,LX,Automatic,,
5fnyf18655b061188,HONDA,Pilot,EX-L,Automatic,,
jn1az34d85m601913,NISSAN,350Z,,,,
salty19414a858202,LAND ROVER,Discovery,Leather 5 Seat,Automatic,,
kmhcg35g32u173308,HYUNDAI,Accent,,,,
3gnda23px6s524770,CHEVROLET,HHR,LT,,,
3c4pddfg2ct240222,DODGE,Journey,R/T,,,
3c4pddfg2ct191345,DODGE,Journey,R/T,,,
kmhcm3bc3bu206673,HYUNDAI,Accent,GL,,,
1d3hv18p19s807924,DODGE,Ram,1500,,,
kmhdt46d29u712683,HYUNDAI,Elantra,HD,,,
1g2zk57n494236208,PONTIAC,G6,GT,,,
1ftrx14w67fb43730,FORD,F-150,Styleside,,,
1fmfk20577la51608,FORD,Expedition MAX,,,,
5tfrv54187x019907,TOYOTA,Tundra,SR5,,,
1fmzk06105ga22334,FORD,Freestyle,,,,
wvwad63b45p025958,VOLKSWAGEN,Passat,,,,
jm1fe17n140136100,MAZDA,RX-8,,,,
1fahp36z43w237748,FORD,Focus,,,,
1c3el46rx2n145602,CHRYSLER,Sebring,LX,,,
1gcek14t5yz171196,CHEVROLET,Silverado,,,,
1fmpu18l5wla65811,FORD,Expedition,,,,
3b7hf13z9vg798602,DODGE,Ram,1500,,,
4a4jn2as3be033090,MITSUBISHI,Endeavor,,,,
4a4jn2as2be034036,MITSUBISHI,Endeavor,,,,
1g1zb5e06af205224,CHEVROLET,Malibu,LS,,,
1gbdv13118d176870,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1gbdv13w08d164043,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1d8hb48n78f128475,DODGE,Durango,SLT,,,
2d8hn44hx8r669777,DODGE,Caravan/Grand Caravan,SE,,,
3gnal2ek3fs516802,CHEVROLET,Captiva Sport,2LS,,,
1g1yy26e075118484,CHEVROLET,Corvette,,,,
jm3er293670154833,MAZDA,CX-7,,,,
jm1bk143571729743,MAZDA,Mazda3,,,,
2a4gm68446r614166,CHRYSLER,Pacifica,Touring,,,
2c8gf68475r670275,CHRYSLER,Pacifica,Touring,,,
2c4gm48l85r442563,CHRYSLER,Pacifica,Base,,,
5fnyf18525b066467,HONDA,Pilot,EX-L,Automatic,,
jm1fe17n950159285,MAZDA,RX-8,,,,
2c8gm68444r645483,CHRYSLER,Pacifica,Touring,,,
1fmzu73e74uc00119,FORD,Explorer,XLT,,,
jtjbt20x840039513,LEXUS,GX,470,,,
2d4gp44353r205381,DODGE,Caravan/Grand Caravan,Sport,,,
1fmnu40s2yea46507,FORD,Excursion,,,,
1fmnu42s2yeb26158,FORD,Excursion,,,,
1j4gw68n7xc548323,JEEP,Grand Cherokee,Limited,,,
4t3zf13c6xu100210,TOYOTA,Sienna,LE/XLE,,,
1j4fy29p8vp490369,JEEP,Wrangler,SE/TJ,,,
1gks2ke76d9249087,GMC,Yukon,XL SLT,,,
3c4pddfg1ct160149,DODGE,Journey,R/T,,,
1fd7x3a67cea03883,FORD,F-350,,,,
4a32b2ff4ce017172,MITSUBISHI,Galant,,,,
4a32b2ff3ce019057,MITSUBISHI,Galant,,,,
wbaka8c58bcy37038,BMW,750i,,,,
3d4pg5fg3bt569560,DODGE,Journey,SXT,,,
1fdne1bw7bdb15443,FORD,E-150,,,,
3d4pg5fg6bt569469,DODGE,Journey,SXT,,,
4a32b2ff6be006589,MITSUBISHI,Galant,,,,
4a4jn2as8be034476,MITSUBISHI,Endeavor,,,,
3gnal2ek7fs515765,CHEVROLET,Captiva Sport,2LS,,,
3gnal3ek9fs516017,CHEVROLET,Captiva Sport,1LT,,,
3gnal2ek2fs519268,CHEVROLET,Captiva Sport,2LS,,,
wauffcfl9an022348,AUDI,A4,,Automatic,,
1ftne1ew3ada94993,FORD,E-150,,,,
1fdss3bl3ada72716,FORD,E-350,,,,
1ftvx1ev0ake61944,FORD,F-150,Styleside,,,
2fabp7bv6ax111585,FORD,Crown Victoria,,,,
knahg8c88a7304231,KIA,Rondo,,,,
4a32b2ff1ae004537,MITSUBISHI,Galant,,,,
4a32b2ff5ae014097,MITSUBISHI,Galant,,,,
1g2za5eb3a4150520,PONTIAC,G6,,,,
1gbhg39c891143903,CHEVROLET,Express,,,,
1gbhg31c791181778,CHEVROLET,Express,,,,
3gnfk12y09g281567,CHEVROLET,Avalanche,LS,,,
5y2sr67069z422340,PONTIAC,Vibe,GT,Automatic,,
jtdbl40e691049648,TOYOTA,Corolla,,,,
1gbgg25k581108530,CHEVROLET,Express,,,,
2fahp71v18x149926,FORD,Crown Victoria,,,,
jtdkt923585184216,TOYOTA,,,,,
1g1yy26e475127415,CHEVROLET,Corvette,,,,
1g1yy25u475130985,CHEVROLET,Corvette,,,,
3gnda33px7s569490,CHEVROLET,HHR,LT,Manual,,
1ftrx14w67fb77263,FORD,F-150,Styleside,,,
jm3er293370119134,MAZDA,CX-7,,,,
jm3er29l370119375,MAZDA,CX-7,,,,
jm3er29l570113545,MAZDA,CX-7,,,,
wdbrf52h47f840276,MERCEDES-BENZ,C-Class,,,,
jm1fe173470213867,MAZDA,RX-8,,,,
jm1bk343471661642,MAZDA,Mazda3,,,,
wdbrf52h67f912918,MERCEDES-BENZ,C-Class,,,,
1gmdu33177d118900,PONTIAC,Montana SV6,,,,
5tfrt54187x002840,TOYOTA,Tundra,SR5,,,
5tfrt54157x011110,TOYOTA,Tundra,SR5,,,
5tfrv58127x003809,TOYOTA,Tundra,Limited,,,
5tbbv58117s473751,TOYOTA,Tundra,Limited,,,
5tfrv54117x004746,TOYOTA,Tundra,SR5,,,
3gnek12t96g164596,CHEVROLET,Avalanche,,,,
3gnek12t66g141017,CHEVROLET,Avalanche,,,,
3gnda23d86s600394,CHEVROLET,HHR,LT,,,
2a4gm48436r690921,CHRYSLER,Pacifica,Base,,,
2a4gm68456r862796,CHRYSLER,Pacifica,Touring,,,
1c3an69l56x064397,CHRYSLER,Crossfire,Limited,,,
1c3an59l06x062454,CHRYSLER,Crossfire,Base,,,
1fmcu96h76kb11933,FORD,Escape,,,,
2d4fv47v06h412883,DODGE,Magnum,Base/SXT,,,
1fdse35p46hb24084,FORD,E-350,,,,
2d4fv47v96h456218,DODGE,Magnum,Base/SXT,,,
jtjbt20x460124755,LEXUS,GX,470,,,
1j4fa49s36p706862,JEEP,Wrangler,Sport/Unlimited,,,
salsf25476a903174,LAND ROVER,Range Rover Sport,HSE,Automatic,,
jtjbt20x760119243,LEXUS,GX,470,,,
jh4kb16595c012910,ACURA,RL,,Automatic,,
trusc28n951000873,AUDI,TT,,,,
1gyec63t55r172107,CADILLAC,Escalade,Luxury,,,
1gyee637850117569,CADILLAC,SRX,,,,
5gads13sx52292400,BUICK,Rainier,,,,
1g1yy24u955121858,CHEVROLET,Corvette,,,,
2c8gm48l45r437004,CHRYSLER,Pacifica,Base,,,
2c4gm68485r589423,CHRYSLER,Pacifica,Touring,,,
2c4gm68465r353398,CHRYSLER,Pacifica,Touring,,,
2c4gm48lx5r367459,CHRYSLER,Pacifica,Base,,,
1fmzu62k85ub92163,FORD,Explorer,XLS,,,
2fafp71wx5x106505,FORD,Crown Victoria,,,,
2hkyf18685h520537,HONDA,Pilot,EX-L,Automatic,,
kndje723557047237,KIA,Sportage,,,,
jtjbt20x550078853,LEXUS,GX,470,,,
4f2cz94135km39151,MAZDA,Tribute,,,,
1gyde637940115338,CADILLAC,SRX,,,,
1gyee637340183123,CADILLAC,SRX,,,,
1gyde63a940109146,CADILLAC,SRX,,,,
2c8gf68434r291515,CHRYSLER,Pacifica,Touring,,,
2c8gm68424r581556,CHRYSLER,Pacifica,Touring,,,
1fmzu63e44za88778,FORD,Explorer,XLT,,,
1fmzu62e14ub98685,FORD,Explorer,XLS,,,
2hkyf18784h569423,HONDA,Pilot,EX-L( with NAVI),Automatic,,
salty19424a855941,LAND ROVER,Discovery,Leather 5 Seat,Automatic,,
2d4gp44373r258549,DODGE,Caravan/Grand Caravan,Sport,,,
jtjbt20x630008064,LEXUS,GX,470,,,
jtjht00wx33529616,LEXUS,LX,470,,,
2c4rdgdg1er385111,DODGE,Grand Caravan,Crew,,,
jf1sg63643h739763,SUBARU,Forester,2.5X,Automatic,,
jf1sg65693h752991,SUBARU,Forester,2.5XS,Automatic,,
2c3hd46r32h182154,CHRYSLER,Concorde,LX,,,
1fmzu62k82zc93072,FORD,Explorer,XLS,,,
1ftne24lxyhb28427,FORD,E-250,,,,
1fmnu40s4yea45830,FORD,Excursion,,,,
1b4hr28z6yf221650,DODGE,Durango,Base,,,
1ftyr14x6ytb17565,FORD,Ranger,,,,
1fafp5525ya156401,FORD,Taurus,,,,
2gtek19t0y1269019,GMC,Sierra,,,,
1j4gw48n4yc381425,JEEP,Grand Cherokee,Laredo,,,
1j4fa29pxyp775860,JEEP,Wrangler,SE,,,
1j4fa49s7yp760863,JEEP,Wrangler,Sport,,,
1j4fa29p1yp798752,JEEP,Wrangler,SE,,,
1g2nf52e3ym883837,PONTIAC,Grand AM,,,,
4t3zf19c3yu293473,TOYOTA,Sienna,CE,,,
2b4gp44gxxr440202,DODGE,Caravan/Grand Caravan,SE/Sport,,,
1ftrx08l2xkb01105,FORD,F-150,,,,
2gtec19v1x1516674,GMC,Sierra,,,,
2g1fp22k6t2127797,CHEVROLET,Camaro,Sport,,,
1g3aj55m8s6369456,OLDSMOBILE,Cutlass Ciera,S,,,
4m2dv11w5sdj35248,MERCURY,Villager,,,,
1c4njrab1ed804668,JEEP,Patriot,Sport,,,
3c4pddfg1dt631492,DODGE,Journey,R/T,,,
2c4rvabgxdr725240,VOLKSWAGEN,Routan,SE,,,
1gbhsbde6a8138938,CHEVROLET,Colorado,Work Truck,,,
1fmfk20547la22793,FORD,Expedition MAX,,,,
jtjbt20x270129695,LEXUS,GX,470,,,
jm3er293x70143379,MAZDA,CX-7,,,,
jm3er293570148795,MAZDA,CX-7,,,,
wdbrf52h07f902854,MERCEDES-BENZ,C-Class,,,,
5tfrt54127x013915,TOYOTA,Tundra,SR5,,,
3gnda13d96s574155,CHEVROLET,HHR,LS,,,
2a4gm68486r672488,CHRYSLER,Pacifica,Touring,,,
5fnyf18536b003864,HONDA,Pilot,EX-L,Automatic,,
1j4fa291x6p786687,JEEP,Wrangler,SE,,,
jtjht00w364006016,LEXUS,LX,470,,,
jn1az34d55m610598,NISSAN,350Z,,,,
jtjbt20x640026128,LEXUS,GX,470,,,
jtjbt20x740044394,LEXUS,GX,470,,,
jtjbt20x040053373,LEXUS,GX,470,,,
jf1sg65614h755997,SUBARU,Forester,2.5XS,Automatic,,
1d4gp24313b127149,DODGE,Caravan/Grand Caravan,,,,
salty16403a777761,LAND ROVER,Discovery,Leather 5 Seat,Automatic,,
jf1sg65603h721855,SUBARU,Forester,2.5XS,Automatic,,
4n2xn11t0yd806226,NISSAN,Quest,,,,
1gccs19x3x8176906,CHEVROLET,S-10 Pickup,,,,
1ftnw21f8xea32677,FORD,F-250,,,,
4m2xv11t2xdj52129,MERCURY,Villager,,,,
1fmfu18l5vla03674,FORD,Expedition,,,,
1j4fy19s5vp528820,JEEP,Wrangler,Sport/TJ,,,
1gdeg25k4sf529034,GMC,Rally,,,,
2g1wl54t2p1106573,CHEVROLET,Lumina,,,,
3gnal3ek9fs510587,CHEVROLET,Captiva Sport,1LT,,,
wbakb8c56cc964983,BMW,750Li,LWB,,,
salmf1e47ca383296,LAND ROVER,Range Rover,HSE LUX,Automatic,,
4a32b2ff6ce006402,MITSUBISHI,Galant,,,,
4a32b2ff5ce016046,MITSUBISHI,Galant,,,,
4a4jn2as8be026829,MITSUBISHI,Endeavor,,,,
1gb3g2ba3a1139677,CHEVROLET,Express,,,,
1gb3g2ba2a1138021,CHEVROLET,Express,,,,
2a4rr4de6ar186493,CHRYSLER,Town and Country,LX,,,
1ftfw1ev7akc54653,FORD,F-150,Styleside,,,
1ftfx1ev5ake71678,FORD,F-150,Styleside,,,
1gyee637680124718,CADILLAC,SRX,,,,
1gbdv13wx8d168911,CHEVROLET,Uplander,APV Cargo/Mobility,,,
2d8hn44h48r732694,DODGE,Caravan/Grand Caravan,SE,,,
2d8hn44p08r145545,DODGE,Caravan/Grand Caravan,SE,,,
2d8hn44h08r741621,DODGE,Caravan/Grand Caravan,SE,,,
1g2al55f687217002,PONTIAC,G5,Base,Automatic,,
wbahl83517dt07497,BMW,750i,,,,
3gnda23d17s534384,CHEVROLET,HHR,LT,Manual,,
3gnda33p37s528697,CHEVROLET,HHR,LT,Manual,,
3gnda13d17s592702,CHEVROLET,HHR,LS,Manual,,
1gbdv13w47d180356,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1gbdv13117d120779,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1gbdv13w37d179313,CHEVROLET,Uplander,APV Cargo/Mobility,,,
3d7mx38c97g753583,DODGE,Ram,3500,,,
1fdnf20507ea50241,FORD,F-250,,,,
1fmfk195x7la02867,FORD,Expedition MAX,,,,
1fmfk18507la16794,FORD,Expedition MAX,,,,
1fmfk19547la11743,FORD,Expedition MAX,,,,
km8jm12d37u510873,HYUNDAI,Tucson,JM,,,
jtjht00w174028257,LEXUS,LX,,,,
salmf15477a239916,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
wdbrf52h77a931538,MERCEDES-BENZ,C-Class,,,,
wdbrf52h77a934066,MERCEDES-BENZ,C-Class,,,,
jm3er293170167280,MAZDA,CX-7,,,,
jm1fe173670210551,MAZDA,RX-8,,,,
jm3er293970125973,MAZDA,CX-7,,,,
jm1fe173370212385,MAZDA,RX-8,,,,
5tfrv54147x027826,TOYOTA,Tundra,SR5,,,
1g1yy26u365129274,CHEVROLET,Corvette,,,,
3gnda13d66s511384,CHEVROLET,HHR,LS,,,
3gnda13d26s661802,CHEVROLET,HHR,LS,,,
1gyee63a260172452,CADILLAC,SRX,,,,
3gnda23p26s591699,CHEVROLET,HHR,LT,,,
1g1yy26u865116925,CHEVROLET,Corvette,,,,
1gyee63a460158603,CADILLAC,SRX,,,,
2a4gm68496r864082,CHRYSLER,Pacifica,Touring,,,
2a4gf68446r757886,CHRYSLER,Pacifica,Touring,,,
2a4gf684x6r673183,CHRYSLER,Pacifica,Touring,,,
2d4fv47v66h430174,DODGE,Magnum,Base/SXT,,,
2hkyf185x6h538787,HONDA,Pilot,EX-L,Automatic,,
salmf13486a215528,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
salme15436a217591,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
salae25486a376390,LAND ROVER,LR3,SE / V8 SE,Automatic,,
salae25476a364909,LAND ROVER,LR3,SE / V8 SE,Automatic,,
salme15446a237266,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
1j4fa44s06p748798,JEEP,Wrangler,Sport/Unlimited,,,
jtjbt20x360108322,LEXUS,GX,470,,,
jtjht00w564017535,LEXUS,LX,470,,,
jtjbt20x060125577,LEXUS,GX,470,,,
jh4kb16575c018933,ACURA,RL,,Automatic,,
jh4kb16555c013181,ACURA,RL,,Automatic,,
kl1jk89z15k206798,CHEVROLET,,,,,
1g1yy24u955110875,CHEVROLET,Corvette,,,,
1gyee63a350211404,CADILLAC,SRX,,,,
1g1yy24u455108791,CHEVROLET,Corvette,,,,
1gbhc24u15e306643,CHEVROLET,Silverado,,,,
1g6dc67a250142919,CADILLAC,STS,,,,
2c4gf68425r650534,CHRYSLER,Pacifica,Touring,,,
2c4gm68485r251214,CHRYSLER,Pacifica,Touring,,,
2c4gm68435r661421,CHRYSLER,Pacifica,Touring,,,
2c8gm48l55r489547,CHRYSLER,Pacifica,Base,,,
1fmzu63k85za01164,FORD,Explorer,XLT,,,
1fmzu73k85ub71219,FORD,Explorer,XLT,,,
5fnyf18565b023363,HONDA,Pilot,EX-L,Automatic,,
1fmzk06155ga09711,FORD,Freestyle,,,,
2hkyf18195h525928,HONDA,Pilot,LX,Automatic,,
4f2yz96175km08083,MAZDA,Tribute,,,,
1mefm502x5a614972,MERCURY,Sable,,,,
wdcyr49e85x158528,MERCEDES-BENZ,G-Class,,,,
1gbfg15t541153279,CHEVROLET,Express,,,,
1b3el36t94n348356,DODGE,Stratus,SE,,,
1fmdu63e74uc29074,FORD,Explorer,XLT,,,
1b3el36t64n337296,DODGE,Stratus,SE,,,
2hkyf18504h528914,HONDA,Pilot,EX-L,Automatic,,
jm1fe173440111013,MAZDA,RX-8,,,,
jm1fe173940106437,MAZDA,RX-8,,,,
jtjbt20x640062465,LEXUS,GX,470,,,
4a3ab36s24e075345,MITSUBISHI,Galant,,,,
jf1sg69694h756017,SUBARU,Forester,2.5XT,Automatic,,
wp0ca29954s653666,PORSCHE,911,Carrera (2WD)/Carrera 4 (4WD)/Carrera 4S (4WD),,,
1gnfk16t33j178566,CHEVROLET,Suburban,,,,
1fmyu93163kd17687,FORD,Escape,,,,
1fmyu93183kb36123,FORD,Escape,,,,
jtjbt20x530021601,LEXUS,GX,470,,,
jtjbt20x630009974,LEXUS,GX,470,,,
2hhes35642h000495,ACURA,,,,,
wp0ca29963s651312,PORSCHE,911,"Cabriolet (2WD), Cabriolet 4 (4WD)",,,
1c3el46rx2n307373,CHRYSLER,Sebring,LX,,,
2b4gp2535yr899414,DODGE,Caravan/Grand Caravan,Base,,,
2c4fj25b2yr770859,CHRYSLER,Voyager,FWD,,,
1fmpu16l2ylc34298,FORD,Expedition,,,,
1gccs14w2yk100211,CHEVROLET,S-10 Pickup,,,,
1b3ej46x0yn191448,DODGE,Stratus,Base,,,
2hkrl1858yh548606,HONDA,Odyssey,LX,Automatic,,
2b6hb11z6xk504372,DODGE,Ram Van,1500,,,
